#labels: pt_had_lower[1] pt_had_center[2] pt_had_upper[3] tot_scale01[4] tot_scale01_Err[5] tot_scale02[6] tot_scale02_Err[7] tot_scale03[8] tot_scale03_Err[9]
#neval: 18000000
#overflow:lower center upper 8.64144935575E+00 1.64590869055E+00 2.35114873150E+02 1.88858200863E+00 4.24183925980E+02 2.18294730679E+00 
1.00000000000E+00 1.50000000000E+00 2.00000000000E+00 0.00000000000E+00 0.00000000000E+00 3.64350223398E+04 5.28509434736E+02 2.19619131675E+05 3.78228177014E+02 
2.00000000000E+00 2.50000000000E+00 3.00000000000E+00 4.66359892210E+04 1.69620756486E+02 1.14058519890E+05 1.64694217606E+02 1.33654249363E+05 1.84763596873E+02 
3.00000000000E+00 3.50000000000E+00 4.00000000000E+00 6.35767583553E+04 1.26724564293E+02 6.79735279277E+04 1.37353691294E+02 6.31819420070E+04 1.25319319029E+02 
4.00000000000E+00 4.50000000000E+00 5.00000000000E+00 4.17623262655E+04 7.34997698071E+01 3.71567650023E+04 6.63904154342E+01 3.22675540395E+04 5.84833502578E+01 
5.00000000000E+00 5.50000000000E+00 6.00000000000E+00 2.55089605222E+04 5.18695117057E+01 2.11081437142E+04 4.31787319234E+01 1.78708429950E+04 3.90327738992E+01 
6.00000000000E+00 6.50000000000E+00 7.00000000000E+00 1.53107206132E+04 3.84236285713E+01 1.23386686213E+04 3.15822889340E+01 1.04153216592E+04 2.88619810852E+01 
7.00000000000E+00 7.50000000000E+00 8.00000000000E+00 9.20524491928E+03 2.64271084371E+01 7.42064077208E+03 2.21634837828E+01 6.35594392275E+03 2.08414493007E+01 
8.00000000000E+00 8.50000000000E+00 9.00000000000E+00 5.61424598037E+03 1.91997427034E+01 4.61151689420E+03 1.65831907961E+01 4.06011205958E+03 1.60897991254E+01 
9.00000000000E+00 9.50000000000E+00 1.00000000000E+01 3.47707304325E+03 1.46426079669E+01 2.94294869213E+03 1.36341571869E+01 2.69087120440E+03 1.40658316597E+01 
1.00000000000E+01 1.10000000000E+01 1.20000000000E+01 1.84495620040E+03 6.45185373216E+00 1.59292597613E+03 6.43311353850E+00 1.54896884260E+03 6.73288116068E+00 
1.20000000000E+01 1.30000000000E+01 1.40000000000E+01 7.74186656623E+02 3.94744665436E+00 7.49420415292E+02 4.21404660786E+00 8.08543998805E+02 4.59635944512E+00 
1.40000000000E+01 1.60000000000E+01 1.80000000000E+01 2.46236634765E+02 1.66858665269E+00 3.01680113895E+02 1.90017691353E+00 3.78942959375E+02 2.15337004111E+00 
1.80000000000E+01 2.10000000000E+01 2.40000000000E+01 4.21428820080E+01 7.12793164466E-01 9.51991138402E+01 8.19481784968E-01 1.46866967277E+02 9.36003840235E-01 
2.40000000000E+01 2.70000000000E+01 3.00000000000E+01 3.46911172695E+00 3.55746407825E-01 3.27277207730E+01 4.11304608078E-01 5.85405132427E+01 4.75269093359E-01 
#nx: 3
