#labels: xit_hadZ_lower[1] xit_hadZ_center[2] xit_hadZ_upper[3] tot_scale01[4] tot_scale01_Err[5] tot_scale02[6] tot_scale02_Err[7] tot_scale03[8] tot_scale03_Err[9]
#neval: 36480000
#overflow:lower center upper 6.51216561363E+01 2.63709232069E+01 4.21352851615E+02 2.79465427856E+02 2.58695821235E+03 1.80595616236E+02 
0.00000000000E+00 2.50000000000E-01 5.00000000000E-01 1.57540799401E+03 3.55179889466E+01 1.50858699890E+03 2.98124543762E+01 1.45015137556E+03 2.56355042156E+01 
5.00000000000E-01 7.50000000000E-01 1.00000000000E+00 8.39548851012E+03 1.50347843199E+02 8.33628969223E+03 1.28433521871E+02 8.32128407110E+03 1.12738932983E+02 
1.00000000000E+00 1.25000000000E+00 1.50000000000E+00 3.35178416030E+04 4.03848115228E+02 3.17641206623E+04 3.31071146727E+02 3.09418556528E+04 2.93170365180E+02 
1.50000000000E+00 1.75000000000E+00 2.00000000000E+00 1.01099086337E+05 6.79136315125E+02 8.92407310785E+04 6.18260381573E+02 8.32887755040E+04 5.73490079960E+02 
2.00000000000E+00 2.25000000000E+00 2.50000000000E+00 1.95136665459E+05 8.20348393587E+02 1.86076344628E+05 1.03235008787E+03 1.75601686797E+05 1.03679573557E+03 
2.50000000000E+00 2.75000000000E+00 3.00000000000E+00 1.66904526972E+05 7.35900247988E+02 2.54328680966E+05 1.11358245616E+03 2.83400858206E+05 1.46977012899E+03 
3.00000000000E+00 3.25000000000E+00 3.50000000000E+00 3.76591754625E+04 5.40644247365E+02 8.88678801666E+04 1.14369864030E+03 2.74223735250E+05 1.42818543465E+03 
3.50000000000E+00 3.75000000000E+00 4.00000000000E+00 -1.27117865575E+03 3.61241457907E+02 -2.46034136597E+04 1.14782754402E+03 1.22721617170E+05 1.16611735946E+03 
4.00000000000E+00 4.25000000000E+00 4.50000000000E+00 -4.29981536858E+03 3.17811257403E+02 -3.18787843260E+03 1.19163896310E+03 4.86352944370E+04 8.27479676192E+02 
4.50000000000E+00 4.75000000000E+00 5.00000000000E+00 9.40368130523E+02 1.58438347878E+02 1.29546532937E+04 9.19430287755E+02 2.13468140436E+04 4.82602180403E+02 
#nx: 3
