#labels: pt_had_lower[1] pt_had_center[2] pt_had_upper[3] tot_scale01[4] tot_scale01_Err[5] tot_scale02[6] tot_scale02_Err[7] tot_scale03[8] tot_scale03_Err[9]
#neval: 36480000
#overflow:lower center upper 2.74334139733E+03 2.15553509764E+01 2.67086152279E+03 1.90739366903E+01 2.62357340772E+03 1.71694294450E+01 
1.00000000000E+00 1.50000000000E+00 2.00000000000E+00 0.00000000000E+00 0.00000000000E+00 -2.42624586602E+04 9.34321868092E+02 1.58873350771E+05 8.40036449524E+02 
2.00000000000E+00 2.50000000000E+00 3.00000000000E+00 2.82941411559E+04 4.49913951862E+02 1.04174419480E+05 4.82249290873E+02 1.33982338042E+05 6.91842423818E+02 
3.00000000000E+00 3.50000000000E+00 4.00000000000E+00 6.25775070963E+04 3.10051575142E+02 7.51302217322E+04 4.50897196621E+02 7.58977058605E+04 4.89872036674E+02 
4.00000000000E+00 4.50000000000E+00 5.00000000000E+00 4.82224926876E+04 3.05648892718E+02 4.84792062508E+04 3.66819137989E+02 4.57125809497E+04 3.67225371430E+02 
5.00000000000E+00 5.50000000000E+00 6.00000000000E+00 3.30597859766E+04 2.84275152407E+02 3.05368481336E+04 2.77399409348E+02 2.85932187732E+04 2.92612878231E+02 
6.00000000000E+00 6.50000000000E+00 7.00000000000E+00 2.40059261533E+04 2.43312681941E+02 2.14843231288E+04 2.22578324094E+02 2.00396811139E+04 2.25372166785E+02 
7.00000000000E+00 7.50000000000E+00 8.00000000000E+00 1.63636820538E+04 2.10681548653E+02 1.44798751622E+04 1.84064113041E+02 1.35075631778E+04 1.79693206317E+02 
8.00000000000E+00 8.50000000000E+00 9.00000000000E+00 1.21816066827E+04 1.87980485598E+02 1.07387978679E+04 1.59457715973E+02 1.00923612250E+04 1.52152007768E+02 
9.00000000000E+00 9.50000000000E+00 1.00000000000E+01 8.72220924762E+03 1.52470019430E+02 7.75634172188E+03 1.30574016578E+02 7.34642132498E+03 1.23421971305E+02 
1.00000000000E+01 1.10000000000E+01 1.20000000000E+01 5.78985018817E+03 6.48743370210E+01 5.36150240643E+03 5.95317216233E+01 5.11976349439E+03 5.54783108527E+01 
1.20000000000E+01 1.30000000000E+01 1.40000000000E+01 3.49894593891E+03 4.84028843724E+01 3.28728659253E+03 4.37208922816E+01 3.17479776914E+03 4.02231184061E+01 
1.40000000000E+01 1.60000000000E+01 1.80000000000E+01 1.95683753967E+03 2.02314932121E+01 1.86497241423E+03 1.83213095083E+01 1.81807880775E+03 1.69078099685E+01 
1.80000000000E+01 2.10000000000E+01 2.40000000000E+01 8.37829320982E+02 8.91822705937E+00 8.15095032179E+02 7.93580865559E+00 8.04990603867E+02 7.19412474251E+00 
2.40000000000E+01 2.70000000000E+01 3.00000000000E+01 3.81882348321E+02 4.95734564163E+00 3.71312726719E+02 4.38874155389E+00 3.65469740471E+02 3.95642456870E+00 
#nx: 3
